item_id,mean_rating,n_reviews,category,product_name,description,price
1424,2.0,8,Computers & Accessories,Laptop Sleeve 15 inch (Model 977),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.0 out of 5 from 8 verified customer reviews.",143.75
139,3.793103448275862,29,Camera & Photo,Camera Tripod Flexible (Model 483),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.8 out of 5 from 29 verified customer reviews.",72.55
1924,4.666666666666667,12,Camera & Photo,ND Filter Set for Lenses (Model 978),"ND Filter Set for Lenses. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 12 verified customer reviews.",264.51
2378,4.44,75,Accessories & Supplies,Anti-Static Wrist Strap (Model 264),Anti-Static Wrist Strap. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.4 out of 5 from 75 verified customer reviews.,171.56
3197,2.2,55,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 400),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.2 out of 5 from 55 verified customer reviews.",94.72
5131,3.1818181818181817,11,Headphones,Wireless Noise-Cancelling Headphones (Model 310),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 11 verified customer reviews.",144.26
112,2.6666666666666665,12,Camera & Photo,Mirrorless Camera Body (Model 150),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.7 out of 5 from 12 verified customer reviews.",212.28
4559,3.967123287671233,365,Headphones,Studio Monitor Headphones (Model 244),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.0 out of 5 from 365 verified customer reviews.",123.96
4595,4.1328125,128,Computers & Accessories,HDMI to DisplayPort Cable (Model 356),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 128 verified customer reviews.",104.56
3250,4.409638554216867,83,Computers & Accessories,Mechanical Gaming Keyboard (Model 381),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.4 out of 5 from 83 verified customer reviews.",96.31
4690,3.5,14,Computers & Accessories,Wireless Ergonomic Mouse (Model 442),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.5 out of 5 from 14 verified customer reviews.",115.58
6707,4.523123578468537,1319,Camera & Photo,Lens Cleaning Kit (Model 136),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 1319 verified customer reviews.",224.96
7036,2.4285714285714284,7,Television & Video,4K Streaming Media Player (Model 760),4K Streaming Media Player. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 2.4 out of 5 from 7 verified customer reviews.,133.4
4546,3.0542168674698793,332,Camera & Photo,Action Camera 4K Waterproof (Model 712),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.1 out of 5 from 332 verified customer reviews.",95.17
6174,3.217699115044248,565,Television & Video,Universal Remote Control (Model 723),Universal Remote Control. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 3.2 out of 5 from 565 verified customer reviews.,85.67
3277,4.357664233576642,411,Computers & Accessories,Laptop Sleeve 15 inch (Model 977),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.4 out of 5 from 411 verified customer reviews.",135.25
5688,4.033018867924528,212,Portable Audio & Video,Pocket Projector Mini (Model 834),"Pocket Projector Mini. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.0 out of 5 from 212 verified customer reviews.",248.78
8591,3.303370786516854,89,Headphones,Studio Monitor Headphones (Model 944),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.3 out of 5 from 89 verified customer reviews.",121.44
4068,2.375,8,Headphones,Studio Monitor Headphones (Model 224),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 2.4 out of 5 from 8 verified customer reviews.",233.31
4408,4.363636363636363,11,Camera & Photo,Remote Shutter Release (Model 389),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.4 out of 5 from 11 verified customer reviews.",165.07
7859,4.097682119205298,604,Computers & Accessories,Laptop Stand Adjustable (Model 009),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 604 verified customer reviews.",101.4
8201,2.4285714285714284,7,Camera & Photo,Ring Light for Photography (Model 697),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.4 out of 5 from 7 verified customer reviews.",215.2
6687,3.7065556711758583,961,Headphones,Studio Monitor Headphones (Model 634),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.7 out of 5 from 961 verified customer reviews.",150.37
3222,3.2169344870210135,1618,Headphones,Gaming Headset with Mic (Model 425),"Gaming Headset with Mic. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 1618 verified customer reviews.",191.64
7459,4.4,5,Computers & Accessories,Laptop Sleeve 15 inch (Model 787),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.4 out of 5 from 5 verified customer reviews.",262.82
451,4.383720930232558,86,Camera & Photo,Mirrorless Camera Body (Model 630),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.4 out of 5 from 86 verified customer reviews.",80.54
3731,3.8421052631578947,38,Computers & Accessories,Wireless Ergonomic Mouse (Model 462),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.8 out of 5 from 38 verified customer reviews.",81.49
8553,4.8,5,Portable Audio & Video,FM Radio Portable Digital (Model 191),"FM Radio Portable Digital. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.8 out of 5 from 5 verified customer reviews.",217.49
7638,3.130434782608696,207,Computers & Accessories,USB 3.0 External Hard Drive (Model 975),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.1 out of 5 from 207 verified customer reviews.",106.91
3663,4.7272727272727275,11,Accessories & Supplies,Cable Management Organiser (Model 903),Cable Management Organiser. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.7 out of 5 from 11 verified customer reviews.,111.85
2763,4.5,10,Accessories & Supplies,Thermal Paste CPU (Model 185),Thermal Paste CPU. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.5 out of 5 from 10 verified customer reviews.,80.18
658,3.375,40,Computers & Accessories,Laptop Cooling Pad (Model 113),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.4 out of 5 from 40 verified customer reviews.",59.89
6955,4.722222222222222,18,Camera & Photo,Camera Bag Backpack (Model 445),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 18 verified customer reviews.",226.86
4620,4.015151515151516,66,Camera & Photo,Camera Tripod Flexible (Model 193),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 66 verified customer reviews.",91.44
999,4.404255319148936,47,Camera & Photo,Camera Memory Card 128GB (Model 944),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.4 out of 5 from 47 verified customer reviews.",162.27
389,3.9166666666666665,12,Portable Audio & Video,CD Player Portable (Model 817),"CD Player Portable. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.9 out of 5 from 12 verified customer reviews.",181.9
3407,4.666666666666667,6,Computers & Accessories,Mechanical Gaming Keyboard (Model 051),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.7 out of 5 from 6 verified customer reviews.",158.53
1476,1.0,8,Camera & Photo,Ring Light for Photography (Model 997),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 1.0 out of 5 from 8 verified customer reviews.",25.29
2240,4.485714285714286,35,Accessories & Supplies,Cable Management Organiser (Model 303),Cable Management Organiser. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.5 out of 5 from 35 verified customer reviews.,225.07
2386,5.0,5,Computers & Accessories,HDMI to DisplayPort Cable (Model 616),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 5.0 out of 5 from 5 verified customer reviews.",82.05
8733,4.023809523809524,42,Accessories & Supplies,Anti-Static Wrist Strap (Model 194),Anti-Static Wrist Strap. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.0 out of 5 from 42 verified customer reviews.,213.93
992,4.564102564102564,78,Computers & Accessories,USB 3.0 External Hard Drive (Model 465),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.6 out of 5 from 78 verified customer reviews.",247.66
4997,3.253968253968254,63,Computers & Accessories,USB 3.0 External Hard Drive (Model 795),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.3 out of 5 from 63 verified customer reviews.",138.21
3922,4.380952380952381,21,Portable Audio & Video,Speaker Dock with Lightning (Model 589),"Speaker Dock with Lightning. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.4 out of 5 from 21 verified customer reviews.",175.15
2972,4.488372093023256,43,Computers & Accessories,Wireless Ergonomic Mouse (Model 572),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 43 verified customer reviews.",165.34
3386,4.333333333333333,6,Computers & Accessories,USB 3.0 External Hard Drive (Model 375),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 6 verified customer reviews.",145.9
7146,2.8947368421052633,76,Headphones,Wireless Noise-Cancelling Headphones (Model 310),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 2.9 out of 5 from 76 verified customer reviews.",221.47
6308,3.937062937062937,143,Accessories & Supplies,Smartphone Stand Desk (Model 066),Smartphone Stand Desk. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 3.9 out of 5 from 143 verified customer reviews.,238.37
4769,4.314070351758794,398,Accessories & Supplies,Smartphone Stand Desk (Model 136),Smartphone Stand Desk. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.3 out of 5 from 398 verified customer reviews.,135.2
1293,4.490196078431373,51,Computers & Accessories,Laptop Stand Adjustable (Model 369),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 51 verified customer reviews.",192.29
1824,3.9935064935064934,154,Camera & Photo,DSLR Camera Kit for Beginners (Model 421),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 154 verified customer reviews.",245.65
2873,3.25,28,Headphones,Studio Monitor Headphones (Model 034),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 28 verified customer reviews.",241.35
4173,4.6,20,Computers & Accessories,Laptop Stand Adjustable (Model 499),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.6 out of 5 from 20 verified customer reviews.",173.25
2535,3.7,10,Camera & Photo,DSLR Camera Kit for Beginners (Model 581),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 10 verified customer reviews.",148.8
8726,2.6,10,Wearable Technology,Smart Glasses Bluetooth (Model 684),Smart Glasses Bluetooth. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 2.6 out of 5 from 10 verified customer reviews.,98.35
1907,2.090909090909091,22,Computers & Accessories,USB 3.0 External Hard Drive (Model 505),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.1 out of 5 from 22 verified customer reviews.",223.34
7644,3.5,6,Computers & Accessories,Mechanical Gaming Keyboard (Model 521),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.5 out of 5 from 6 verified customer reviews.",85.35
9072,4.5,6,Wearable Technology,Running Watch with Music (Model 167),Running Watch with Music. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 4.5 out of 5 from 6 verified customer reviews.,185.57
368,4.25,20,Camera & Photo,Lens Cleaning Kit (Model 286),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 20 verified customer reviews.",123.85
1151,3.7232142857142856,336,Accessories & Supplies,AA Rechargeable Batteries 8-Pack (Model 338),AA Rechargeable Batteries 8-Pack. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 3.7 out of 5 from 336 verified customer reviews.,115.25
7023,3.8710691823899372,318,Headphones,Sport Bluetooth Earphones (Model 753),"Sport Bluetooth Earphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.9 out of 5 from 318 verified customer reviews.",142.03
8431,3.6875,16,Headphones,Sport Bluetooth Earphones (Model 313),"Sport Bluetooth Earphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.7 out of 5 from 16 verified customer reviews.",255.08
5357,3.142857142857143,7,Headphones,In-Ear Wired Earbuds (Model 372),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.1 out of 5 from 7 verified customer reviews.",62.86
5893,3.899408284023669,169,Headphones,Kids Volume-Limited Headphones (Model 589),"Kids Volume-Limited Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.9 out of 5 from 169 verified customer reviews.",176.31
7769,4.118483412322274,211,Headphones,Gaming Headset with Mic (Model 635),"Gaming Headset with Mic. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.1 out of 5 from 211 verified customer reviews.",82.88
4160,4.222222222222222,18,Computers & Accessories,Laptop Sleeve 15 inch (Model 877),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.2 out of 5 from 18 verified customer reviews.",98.46
4287,3.8877551020408165,98,Camera & Photo,Mirrorless Camera Body (Model 660),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.9 out of 5 from 98 verified customer reviews.",149.03
8878,4.142857142857143,7,Computers & Accessories,Portable SSD 1TB (Model 914),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 7 verified customer reviews.",166.68
6086,1.4,5,Wearable Technology,Smartwatch GPS (Model 161),Smartwatch GPS. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 1.4 out of 5 from 5 verified customer reviews.,76.46
174,3.764705882352941,34,Camera & Photo,Lens Cleaning Kit (Model 806),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.8 out of 5 from 34 verified customer reviews.",123.18
1903,4.363636363636363,11,Accessories & Supplies,Anti-Static Wrist Strap (Model 494),Anti-Static Wrist Strap. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.4 out of 5 from 11 verified customer reviews.,87.41
1099,4.666666666666667,9,Camera & Photo,ND Filter Set for Lenses (Model 178),"ND Filter Set for Lenses. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 9 verified customer reviews.",134.13
7792,2.641025641025641,39,Headphones,Gaming Headset with Mic (Model 365),"Gaming Headset with Mic. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 2.6 out of 5 from 39 verified customer reviews.",233.09
3408,4.6,10,Accessories & Supplies,Fast Charging Cable USB-C (Model 451),Fast Charging Cable USB-C. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.6 out of 5 from 10 verified customer reviews.,258.22
1538,3.451135241855874,1013,Portable Audio & Video,FM Radio Portable Digital (Model 451),"FM Radio Portable Digital. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.5 out of 5 from 1013 verified customer reviews.",122.07
2292,4.448979591836735,49,Computers & Accessories,Portable SSD 1TB (Model 644),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.4 out of 5 from 49 verified customer reviews.",183.05
8888,3.9545454545454546,22,Home Audio,Bookshelf Speakers Pair (Model 120),"Bookshelf Speakers Pair. High-fidelity home audio equipment for an immersive listening experience. Premium build with rich, balanced sound. Rated 4.0 out of 5 from 22 verified customer reviews.",241.69
1363,5.0,5,Camera & Photo,Camera Bag Backpack (Model 935),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 5.0 out of 5 from 5 verified customer reviews.",81.21
6326,3.8,5,Computers & Accessories,Laptop Stand Adjustable (Model 879),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.8 out of 5 from 5 verified customer reviews.",220.08
7794,3.694397283531409,589,Headphones,In-Ear Wired Earbuds (Model 472),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.7 out of 5 from 589 verified customer reviews.",245.35
5260,4.0,6,Camera & Photo,Camera Memory Card 128GB (Model 984),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 6 verified customer reviews.",82.81
6173,3.701492537313433,134,Portable Audio & Video,Bluetooth Portable Speaker Waterproof (Model 180),"Bluetooth Portable Speaker Waterproof. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.7 out of 5 from 134 verified customer reviews.",92.0
6394,4.166666666666667,12,Camera & Photo,Camera Memory Card 128GB (Model 284),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 12 verified customer reviews.",254.85
680,4.0588235294117645,51,Camera & Photo,Lens Cleaning Kit (Model 016),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.1 out of 5 from 51 verified customer reviews.",170.7
8903,3.976470588235294,85,Accessories & Supplies,Microfibre Cleaning Cloth Set (Model 457),Microfibre Cleaning Cloth Set. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.0 out of 5 from 85 verified customer reviews.,67.42
7242,4.166666666666667,6,Headphones,Kids Volume-Limited Headphones (Model 189),"Kids Volume-Limited Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.2 out of 5 from 6 verified customer reviews.",117.74
3664,3.6666666666666665,54,Camera & Photo,Camera Bag Backpack (Model 765),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 54 verified customer reviews.",147.74
1661,4.411679884643115,1387,Computers & Accessories,Mechanical Gaming Keyboard (Model 291),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.4 out of 5 from 1387 verified customer reviews.",206.29
508,3.0,11,Camera & Photo,Mirrorless Camera Body (Model 210),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.0 out of 5 from 11 verified customer reviews.",192.97
166,3.0588235294117645,119,Camera & Photo,Remote Shutter Release (Model 859),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.1 out of 5 from 119 verified customer reviews.",244.99
7634,3.58974358974359,39,Accessories & Supplies,Screen Protector Tempered Glass (Model 370),Screen Protector Tempered Glass. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 3.6 out of 5 from 39 verified customer reviews.,114.91
1006,4.701754385964913,114,Home Audio,Amplifier Stereo (Model 742),"Amplifier Stereo. High-fidelity home audio equipment for an immersive listening experience. Premium build with rich, balanced sound. Rated 4.7 out of 5 from 114 verified customer reviews.",180.48
7739,3.5,10,Car Electronics & GPS,Car Jump Starter (Model 270),Car Jump Starter. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 3.5 out of 5 from 10 verified customer reviews.,161.5
7470,4.076923076923077,13,Portable Audio & Video,FM Radio Portable Digital (Model 451),"FM Radio Portable Digital. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.1 out of 5 from 13 verified customer reviews.",145.25
3494,4.224137931034483,116,Security & Surveillance,Video Doorbell HD (Model 857),"Video Doorbell HD. Home security device with HD video, motion detection, and mobile alerts. Easy wireless installation. Rated 4.2 out of 5 from 116 verified customer reviews.",101.35
7622,4.766666666666667,30,Camera & Photo,Camera Tripod Flexible (Model 933),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.8 out of 5 from 30 verified customer reviews.",267.1
9321,4.2,10,Portable Audio & Video,Car AUX Bluetooth Receiver (Model 125),"Car AUX Bluetooth Receiver. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.2 out of 5 from 10 verified customer reviews.",234.4
5963,3.15625,32,Headphones,Studio Monitor Headphones (Model 764),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 32 verified customer reviews.",149.52
4990,2.611111111111111,18,Computers & Accessories,Laptop Cooling Pad (Model 113),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.6 out of 5 from 18 verified customer reviews.",161.8
2536,4.833333333333333,6,Headphones,In-Ear Wired Earbuds (Model 202),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.8 out of 5 from 6 verified customer reviews.",121.82
1104,3.6818181818181817,22,Camera & Photo,Action Camera 4K Waterproof (Model 592),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 22 verified customer reviews.",166.27
3875,3.9568345323741005,139,Computers & Accessories,Portable SSD 1TB (Model 764),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.0 out of 5 from 139 verified customer reviews.",199.87
6810,3.4246575342465753,73,Camera & Photo,Lens Cleaning Kit (Model 956),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.4 out of 5 from 73 verified customer reviews.",156.83
1752,4.467065868263473,167,Computers & Accessories,Laptop Sleeve 15 inch (Model 527),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 167 verified customer reviews.",265.11
5310,3.6666666666666665,72,Headphones,Studio Monitor Headphones (Model 384),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.7 out of 5 from 72 verified customer reviews.",179.21
6465,4.248618784530387,181,Headphones,Kids Volume-Limited Headphones (Model 079),"Kids Volume-Limited Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.2 out of 5 from 181 verified customer reviews.",141.07
2916,4.286516853932584,178,Camera & Photo,DSLR Camera Kit for Beginners (Model 721),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 178 verified customer reviews.",219.87
7303,4.5,6,Camera & Photo,Mirrorless Camera Body (Model 870),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 6 verified customer reviews.",105.74
152,2.857142857142857,28,Camera & Photo,Ring Light for Photography (Model 547),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.9 out of 5 from 28 verified customer reviews.",122.84
6967,3.857142857142857,7,Accessories & Supplies,Anti-Static Wrist Strap (Model 254),Anti-Static Wrist Strap. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 3.9 out of 5 from 7 verified customer reviews.,130.51
3907,3.411764705882353,34,Car Electronics & GPS,Car Phone Mount Magnetic (Model 532),Car Phone Mount Magnetic. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 3.4 out of 5 from 34 verified customer reviews.,140.38
8729,2.3333333333333335,9,Computers & Accessories,Laptop Cooling Pad (Model 283),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.3 out of 5 from 9 verified customer reviews.",192.45
2552,3.3333333333333335,24,Headphones,Kids Volume-Limited Headphones (Model 899),"Kids Volume-Limited Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.3 out of 5 from 24 verified customer reviews.",149.41
2773,4.0,5,Portable Audio & Video,Pocket Projector Mini (Model 224),"Pocket Projector Mini. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.0 out of 5 from 5 verified customer reviews.",219.83
9148,4.285714285714286,7,Computers & Accessories,USB 3.0 External Hard Drive (Model 855),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 7 verified customer reviews.",181.7
